"4156","WNL09","5428","WENDT LABS","DIN OWNER","Y","N","N","N","","800 MAIN STREET","WINNIPEG","MANITOBA","CANADA","R2W 3R4","3506"
"70125","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"70768","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"70783","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"70808","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"70819","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"70820","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"70821","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"71163","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"68992","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79897","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75898","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79895","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79898","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79899","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75899","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75597","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"72607","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"72606","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78845","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78846","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78847","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"74112","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"74111","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77963","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77991","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77992","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77884","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"74164","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"74165","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"74163","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76924","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76925","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76928","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76929","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78862","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"82613","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"82614","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"82615","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"82616","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"72788","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"72789","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"72790","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"63884","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76963","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76964","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"87751","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"87750","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"87752","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76957","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77009","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77011","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77010","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77012","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"72042","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"72043","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"72044","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"83006","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"73226","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"73130","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"10673","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"10674","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80973","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"72226","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"72227","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"72228","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77544","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77541","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77542","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77543","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78376","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"73264","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"74342","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"74341","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"72327","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"72326","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"73379","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79863","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75622","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79354","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79355","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"73694","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"73695","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"73745","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"73750","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"73751","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"73752","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"73753","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"73754","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"74116","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"74117","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78928","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"78926","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79590","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79591","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"71920","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"71919","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"71918","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"66032","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"66033","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"66034","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75984","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75985","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76047","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80653","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"81019","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"81195","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"81197","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"81198","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"81199","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77756","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77757","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77758","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77754","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77713","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77714","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77715","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75466","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75467","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75463","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75464","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"75465","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"61971","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"18349","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76414","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76413","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76415","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"76497","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77975","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77976","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"77977","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79513","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79512","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79643","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79644","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80310","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"80311","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79115","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79160","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79159","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
"79161","PMS07","3550","PHARMASCIENCE INC","DIN OWNER","Y","Y","Y","N","","6111, AVENUE ROYALMOUNT, SUITE 100","MONTREAL","QUEBEC","CANADA","H4P 2T4",""
